"";"ano";"Estado";"Macrorregiao";"agressoes_e_confrontos";"MVII";"MCMD";"MG";"MCE";"populacao";"homicidios_Mapa_da_Violencia";"homicidios_ocultos_Mapa_da_Violencia";"MCE_total";"prop_hopmmd";"prop_hopmvii";"prop_MVII_ocultos_CMD";"homicidios_ocultos_CMD_media";"homicidios_ocultos_MVII_prop_media";"homicidios_ocultos_MVII_rand_media";"homicidios_intencionais_prop_media";"homicidios_intencionais_rand_media";"homicidios_intencionais_prop_sd";"homicidios_intencionais_rand_sd";"homicidios_intencionais_prop_li";"homicidios_intencionais_prop_ls";"homicidios_intencionais_rand_li";"homicidios_intencionais_rand_ls";"diferenca_metodos";"tx_agressoes";"tx_homicid_ajprop";"tx_homicid_ajrand";"mortes_violentas"
"740";1982;"Pernambuco";"Nordeste";1509;511;25948;52977;2223,59066666667;6329773;NA;NA;3986;0,0558638549759526;0,434407364787112;0,0189419163891972;1481,958;222,908666666667;253,409333333333;3214;3244;600,15057760045;605,876151566117;2274;4610;2288;4680;-30;23,8397174748605;50,7759125011276;51,2498631467511;5467,59066666667
"741";1983;"Pernambuco";"Nordeste";1646;509;27102;54313;2232,27866666667;6436054;NA;NA;4132;0,0605247684844921;0,454470198675497;0,0187417315890048;1672,478;230,587;253,721333333333;3549;3572;649,06790951234;652,024896064497;2508;5021;2531;5047;-23;25,5746766574674;55,142483266921;55,4998450914178;5804,27866666667
"742";1984;"Pernambuco";"Nordeste";1857;471;31538;60236;2376,79033333333;6544271;NA;NA;4468;0,0647409317397819;0,464732366183092;0,0164465660824419;2063,51466666667;219,232666666667;234,209666666667;4140;4155;772,105002058846;776,448466039243;2882;5913;2894;5923;-15;28,3759642594263;63,2614388982363;63,4906470101865;6531,79033333333
"743";1985;"Pernambuco";"Nordeste";2011;480;26503;54608;2507,419;6651554;NA;NA;4761;0,0715861381911336;0,469873890705278;0,017113783533765;1907,68633333333;225,529666666667;242,581;4144;4161;668,236023526403;671,025656496666;3028;5605;3039;5630;-17;30,2335364036735;62,3012306597827;62,556810032663;6668,419
"744";1986;"Pernambuco";"Nordeste";2043;693;28082;57877;2802,78433333333;6755092;NA;NA;5196;0,0685998120553094;0,453818827708703;0,0232917170089945;1986,916;314,036666666667;350,215666666667;4344;4380;725,528240320152;734,002336150038;3122;5952;3159;5996;-36;30,2438516011329;64,3070442267848;64,8399755325316;7182,78433333333
"745";1987;"Pernambuco";"Nordeste";2187;762;25186;53784;2542,11666666667;6857037;NA;NA;5109;0,0765061715444596;0,503219871205152;0,0266792545193888;1988,06666666667;382,370333333333;379,883333333333;4557;4555;673,840568484053;684,935794933409;3424;6097;3394;6097;2;31,8942423673665;66,4572759341972;66,4281088172632;7097,11666666667
"746";1988;"Pernambuco";"Nordeste";2252;1017;26804;57014;2534,24;6957344;NA;NA;5292;0,0745754857502234;0,52689429373246;0,0336963357717388;2049,022;536,207666666667;505,76;4837;4807;703,487093662852;716,226969263119;3689;6372;3612;6345;30;32,3686740227305;69,5236573037067;69,0924582714323;7341,24
"747";1989;"Pernambuco";"Nordeste";2553;851;22838;52622;2510,73766666667;7056074;NA;NA;5488;0,0857478596609031;0,550668391548081;0,028605002518046;2009,37133333333;466,112666666667;424,262333333333;5028;4987;630,71624951833;640,282308526033;3992;6452;3924;6412;41;36,18159333363;71,2577560836238;70,6766964178664;7497,73766666667
"748";1990;"Pernambuco";"Nordeste";2742;323;21706;51406;2664,92;7151534;NA;NA;5568;0,0923537928015892;0,522874571101792;0,0109087236119996;2013,62933333333;169,243;161,08;4925;4917;631,155252178104;633,41685680473;3889;6331;3873;6348;8;38,3414243713307;68,8663439200597;68,7544798081083;7581,92
"749";1991;"Pernambuco";"Nordeste";2944;253;19894;49764;2532,908;7245114;NA;NA;5605;0,0985906062736433;0,550158789463852;0,00850323055806635;1985,20566666667;139,209333333333;128,092;5068;5057;590,992561863283;592,285903871768;4047;6375;4023;6352;11;40,6342812549257;69,9505901494442;69,7987636909509;7589,908
"750";1992;"Pernambuco";"Nordeste";2531;301;19304;48883;2387,89266666667;7327198;NA;NA;5070;0,0855983772819473;0,530817610062893;0,010209601081812;1681,09066666667;159,8;151,107333333333;4372;4363;565,007118888208;566,541188060135;3468;5664;3456;5653;9;34,5425359052669;59,6681023223339;59,5452722855312;6750,89266666667
"751";1993;"Pernambuco";"Nordeste";2763;322;20018;51460;2497,915;7408818;NA;NA;5421;0,0879050981140476;0,541960784313726;0,0102725566898833;1787,08933333333;174,683;160,085;4725;4710;581,09793503728;582,674330765594;3745;6046;3745;6032;15;37,2933982181773;63,775355259098;63,572893813831;7207,915
"752";1994;"Pernambuco";"Nordeste";2593;293;15443;49578;2565,679;7490660;NA;NA;5307;0,0759901570189829;0,517248255234297;0,00861260838996953;1171,94633333333;152,234;148,321;3917;3913;401,265871852059;403,768780709514;3279;4802;3268;4780;4;34,6164423428643;52,2917873725413;52,2383875386148;6478,679
"753";1995;"Pernambuco";"Nordeste";2706;327;13213;47342;2802,62266666667;7572457;NA;NA;5672;0,0793143861705245;0,506359895248784;0,00961031350717844;1055,55833333333;165,650333333333;163,377333333333;3927;3925;354,279152219623;359,14774939643;3320;4699;3317;4708;2;35,7347687811235;51,8589937189475;51,8325822120878;6727,62266666667
"754";1996;"Pernambuco";"Nordeste";3022;238;12822;48420;3093,719;7654395;NA;NA;6235;0,0849181156774067;0,504001333777926;0,00671367173235203;1088,85166666667;119,612333333333;119,281;4230;4230;353,746770486851;354,61597806198;3647;5017;3636;5004;0;39,4805859901403;55,2623688743526;55,2623688743526;7323,719
"755";1997;"Pernambuco";"Nordeste";3713;262;11931;49532;3096,248;7736615;NA;NA;6940;0,0987713419498963;0,556071268153915;0,00699430881336099;1187,359;145,745666666667;130,752;5046;5031;353,37750673415;355,135875183402;4444;5829;4433;5831;15;47,9925652239384;65,2223226824651;65,0284394402462;8127,248
"756";1998;"Pernambuco";"Nordeste";4423;292;12515;51963;2890,749;7819357;NA;NA;7461;0,112144794544855;0,617015341701534;0,00742731121194454;1417,428;179,739;147,251;6020;5988;397,655565903498;400,854425840486;5338;6894;5299;6876;32;56,5647533422505;76,9884275650798;76,5791867541027;8878,749
"757";1999;"Pernambuco";"Nordeste";4217;308;12344;51744;2828,10666666667;7903077;NA;NA;7200;0,107053120479176;0,611925141447846;0,00784244054719423;1323,163;188,101333333333;154,893333333333;5728;5695;390,252201430642;393,139018570441;5069;6622;5019;6572;33;53,3589638567358;72,4780993529482;72,0605404705028;8523,10666666667
"758";2000;"Pernambuco";"Nordeste";4290;290;11541;52469;3012,554;8149336;NA;NA;7448;0,104840088934496;0,599385389020813;0,00710987319504508;1212,09066666667;173,739;145,446;5676;5648;355,301399304879;356,986991209558;5091;6478;5047;6449;28;52,6423257060453;69,6498463187676;69,3062600437631;8660,554
"759";2001;"Pernambuco";"Nordeste";4710;286;10495;51868;2761,613;8236052;NA;NA;7614;0,113863779184995;0,642788920725883;0,00693672354618843;1214,55066666667;184,081;142,387;6109;6067;338,466283607297;340,926720558567;5514;6825;5473;6789;42;57,1875942502549;74,1738881687488;73,6639350990013;8828,613
"760";2002;"Pernambuco";"Nordeste";4396;325;9310;52194;2914,17766666667;8321143;NA;NA;7472;0,102530022152268;0,615137101287073;0,00760172554506238;967,468666666667;199,694666666667;161,822333333333;5563;5525;293,923667578863;298,74671019324;5093;6210;5033;6190;38;52,8292807851037;66,8537964075368;66,3971283752725;8439,17766666667
"761";2003;"Pernambuco";"Nordeste";4517;326;8823;52912;2771,49433333333;8404555;NA;NA;7451;0,102472215921978;0,634016278417064;0,00741664776593332;914,310666666667;207,073333333333;162,505666666667;5638;5594;272,532243631109;275,807288675839;5193;6246;5140;6203;44;53,7446658389409;67,0826712419634;66,5591456061624;8365,49433333333
"762";2004;"Pernambuco";"Nordeste";4174;436;8060;53560;3013,57566666667;8486414;NA;NA;7407;0,0917562251379091;0,598823866896156;0,00960418452341707;747,684333333333;260,608666666667;219,424333333333;5182;5141;238,132263268272;245,816753192845;4783;5710;4728;5688;41;49,1844965376424;61,0623049971401;60,5791798514661;8154,57566666667
"763";2005;"Pernambuco";"Nordeste";4330;478;4862;52247;3038,56466666667;8567075;NA;NA;7607;0,0913983032963323;0,607433380084151;0,0101084708563711;450,336666666667;290,645;238,435333333333;5071;5019;143,428957859073;159,214847942233;4826;5383;4735;5367;52;50,5423379624901;59,1917311334382;58,5847561740734;8057,56466666667
"764";2006;"Pernambuco";"Nordeste";4472;488;2652;51885;3081,36766666667;8645942;NA;NA;7799;0,090851850347321;0,611734135667396;0,00993216070195393;242,187666666667;299,155;245,632333333333;5013;4960;81,6585367149594;107,634424433393;4872;5190;4758;5189;53;51,7236872511983;57,9809580031881;57,3679536596475;8041,36766666667
"765";2007;"Pernambuco";"Nordeste";4557;553;2361;53338;3312,924;8721073;NA;NA;8148;0,0894111185217153;0,600052659294365;0,0108674330103182;211,829333333333;331,314;278,076;5100;5047;74,2918560959608;107,689077211537;4970;5255;4839;5262;53;52,2527445877359;58,4790426590856;57,8713192745893;8359,924
"766";2008;"Pernambuco";"Nordeste";4446;593;2322;54124;3414,91666666667;8795257;NA;NA;8157;0,0858444491631759;0,587838730998017;0,0114665173831631;200,358333333333;347,804666666667;296,083333333333;4994;4942;71,957471631336;112,168756228492;4866;5148;4735;5171;52;50,5499725590736;56,7806034547939;56,1893757055649;8356,91666666667
"767";2009;"Pernambuco";"Nordeste";3963;628;2271;54678;3689,642;8868632;NA;NA;7968;0,0756373072813311;0,539980929028743;0,012001984429858;172,438333333333;337,817333333333;315,358;4473;4451;70,4810056583221;114,207863120518;4349;4617;4234;4680;22;44,6855839773259;50,4361890311832;50,1881237151344;8140,642
"768";2010;"Pernambuco";"Nordeste";3473;644;2412;54570;3849,17566666667;8929674;NA;NA;7646;0,0666040376540961;0,496073111523633;0,0123660346248969;162,873333333333;319,517;323,824333333333;3955;3960;71,6658121847574;113,663779394043;3830;4112;3744;4182;-5;38,8927972062586;44,290530650951;44,3465237364768;7809,17566666667
"769";2011;"Pernambuco";"Nordeste";3471;601;2391;57219;3998,759;8982283;NA;NA;7771;0,0633241532765507;0,484172360898062;0,0109795910923052;151,327666666667;291,173;301,241;3914;3924;67,1167407222963;109,004516480251;3795;4065;3715;4138;-10;38,6427370413513;43,5746680437479;43,6859983146824;7922,759
"770";2012;"Pernambuco";"Nordeste";3327;556;2196;57132;3879,285;9039233;3438;111;7483;0,0605784808052861;0,480369515011547;0,0101388863607405;132,343666666667;267,534;276,715;3727;3736;61,0861457857498;97,9630652113545;3623;3862;3555;3935;-9;36,8062201737692;41,2313743876278;41,3309403574396;7615,285
"771";2013;"Pernambuco";"Nordeste";3124;732;2067;58209;3801,873;9097265;3244;120;7291;0,0556614359759899;0,476371951219512;0,0130559464225282;116,277;348,359666666667;365,127;3589;3605;61,6640317080472;121,980497886431;3476;3715;3372;3841;-16;34,3399911951559;39,4514175414259;39,6272945769965;7406,873
"772";2014;"Pernambuco";"Nordeste";3358;557;2041;57823;3846,32233333333;9154884;3481;123;7480;0,0602154778337486;0,485124205661467;0,010003047523439;123,776333333333;270,192333333333;275,677666666667;3752;3757;58,4337389884726;97,6469295896502;3651;3880;3570;3948;-5;36,6798749170388;40,9835886506044;41,0382043071218;7603,32233333333
"773";2015;"Pernambuco";"Nordeste";3847;842;2006;62556;3942,271;9213107;4041;194;8212;0,0635497349341877;0,522045855379189;0,0139221482717048;128,184;440,649333333333;422,729;4416;4398;67,866517348011;138,407561144592;4292;4560;4134;4668;18;41,7557290933449;47,9317129389684;47,7363391090541;8340,271
"774";2016;"Pernambuco";"Nordeste";4447;859;2114;66928;4237,84566666667;9262684;4679;232;9114;0,0686260896397439;0,538759689922481;0,0132685335184757;149,022666666667;462,875333333333;429,154333333333;5059;5025;72,0228160007292;139,174181592495;4927;5210;4756;5298;34;48,0098425035335;54,6169987014563;54,2499344682384;9262,84566666667
"775";2017;"Pernambuco";"Nordeste";5419;637;1469;64364;4033,622;9304183;5638;219;9770;0,0861740015263292;0,59338734398949;0,010143729330959;128,644333333333;378,422333333333;317,378;5926;5865;54,9586120509644;102,974772488922;5824;6040;5671;6060;61;58,2426205503482;63,6917825025583;63,0361634116612;9898,622
"776";2018;"Pernambuco";"Nordeste";4190;812;1345;62011;4042,90833333333;9348293;4413;223;8639;0,0690820380107802;0,535385794583546;0,0134010252690919;94,249;434,906666666667;406,091666666667;4719;4690;55,3335886832559;127,850576336253;4613;4835;4445;4939;29;44,821017056269;50,4798041738743;50,1695871107164;8732,90833333333
"777";2019;"Pernambuco";"Nordeste";3474;958;1562;64295;4231,37833333333;9396505;3733;259;8189;0,0553926100679058;0,480503318584071;0,0152867663467976;87,9523333333333;460,659333333333;483,621666666667;4023;4046;61,7930281126439;150,160489415582;3906;4152;3760;4333;-23;36,9711930127212;42,8137908722445;43,0585627315688;8277,37833333333
"778";2020;"Pernambuco";"Nordeste";3786;1085;2692;76574;4319,87633333333;9438962;4133;347;8653;0,0512567167007295;0,500330294622804;0,014698915853444;138,813;544,756666666667;547,123666666667;4470;4472;82,1340843732217;178,134640012023;4319;4638;4127;4810;-2;40,1103426414896;47,3569021678443;47,3780909383892;8791,87633333333
"779";2021;"Pernambuco";"Nordeste";3439;953;3513;80717;4337,78366666667;9470176;3707;268;8252;0,0445566996956156;0,471232876712329;0,0123567126481446;158,056666666667;448,852;475,216333333333;4046;4072;88,6409690757522;159,557876781481;3887;4241;3766;4376;-26;36,3140030343681;42,7235988011205;42,9981449130407;8409,78366666667
"780";2022;"Pernambuco";"Nordeste";3409;1182;3255;72011;4501,717;9493026;3646;237;8502;0,0495949503323298;0,465783362928562;0,0172055208924182;164,023333333333;549,230333333333;591,283;4122;4164;92,2810774336013;188,89288499188;3956;4317;3808;4535;-42;35,9105726667134;43,4213495254306;43,8637795788192;8665,717
"781";2023;"Pernambuco";"Nordeste";3697;537;1942;68527;4735,54933333333;9514483;NA;NA;8700;0,0555372000120145;0,45296423321901;0,00807977652960082;109,785;243,824666666667;267,450666666667;4051;4074;53,9250400389586;92,2757338898506;3958;4171;3898;4262;-23;38,856551638171;42,5771952086099;42,8189319377627;8809,54933333333
"782";2024;"Pernambuco";"Nordeste";3534;475;1582;70793;5094,28233333333;9539029;NA;NA;8866;0,0510749580997515;0,421234509056244;0,0068774201005606;80,2083333333333;200,169;237,717666666667;3814;3852;43,9431521373028;81,6530399330613;3739;3907;3697;4010;-38;37,0477959549132;39,9831051986528;40,3814685960175;8946,28233333333
"783";1979;"Piauí";"Nordeste";30;42;807;3531;270,998333333333;2093334;NA;NA;322;0,0113761467889908;0,110320284697509;0,0157798165137615;9,058;4,56;21,0016666666667;44;60;9,40947689398687;11,4164888923185;33;68;42;88;-16;1,43312056270046;2,10191015862734;2,86624112540092;330,998333333333
"784";1980;"Piauí";"Nordeste";50;83;1517;5339;333,222333333333;2131109;NA;NA;425;0,0133403086581219;0,14868804664723;0,0219722730839655;20,774;12,2366666666667;41,7776666666667;83;113;19,094835876259;22,9759140862394;60;133;77;169;-30;2,34619627621112;3,89468581851046;5,30240358423713;446,222333333333
"785";1981;"Piauí";"Nordeste";74;65;2005;5816;339,503333333333;2176498;NA;NA;446;0,0196747114375656;0,196335078534031;0,0173137460650577;39,335;12,6543333333333;32,4966666666667;126;146;28,5498555333043;30,0457802948556;89;197;102;219;-20;3,39995717891769;5,78911627761661;6,70802362327004;485,503333333333
"786";1982;"Piauí";"Nordeste";111;95;2927;6980;401,555666666667;2222703;NA;NA;560;0,0276270350271337;0,240343347639485;0,0236803157375432;83,1343333333333;22,7566666666667;47,4443333333333;217;242;49,2624879251159;50,9727628484699;147;333;165;358;-25;4,993919565502;9,76288779922464;10,8876444581215;643,555666666667
"787";1983;"Piauí";"Nordeste";125;59;3590;8084;406,039333333333;2269231;NA;NA;561;0,0280311457174638;0,250497017892644;0,0133481646273637;100,675;14,685;29,9606666666667;240;256;62,3287576057384;63,2714523840293;158;389;169;406;-16;5,50847401608739;10,5762701108878;11,281354784947;662,039333333333
"788";1984;"Piauí";"Nordeste";94;50;3759;8076;379,959;2316606;NA;NA;499;0,0220009263547939;0,211111111111111;0,0118110236220472;82,5403333333333;10,5183333333333;25,041;187;202;56,6435467523452;56,9242142994827;114;329;128;344;-15;4,05766021498692;8,07215383194207;8,71965280241871;581,959
"789";1985;"Piauí";"Nordeste";76;73;4418;9270;590,085666666667;2363573;NA;NA;703;0,0158664743457655;0,12202852614897;0,0152483000206058;70,605;8,88633333333333;36,9143333333333;155;184;55,9382303983205;57,0358307401435;89;300;112;326;-29;3,21547081473684;6,55786810900277;7,78482407778393;774,085666666667
"790";1986;"Piauí";"Nordeste";103;89;4265;8850;479,307;2408900;NA;NA;627;0,0226777147841256;0,192949907235622;0,0196249454862625;98,3266666666667;16,912;44,693;218;246;64,9746535716644;66,2491025933209;133;370;155;399;-28;4,27581053592926;9,04977375565611;10,2121300178505;725,307
